date,id,bear,bishop,martin,otter,pocosin,possum,raccoon,rattlesnake,walker,wildcat,ref_drained,ref_nat,ref2_wht,ref2,ref3,ref4
7/5/2023 12:30,20231019,-1.861,-2.343,-2.043,-2.728,,-3.744,-2.41,-2.466,-4.331,-2.416,,-2.25,-2.196,,-3.085,-5.15
7/5/2023 13:00,20231019,-1.866,-2.348,-2.058,-2.728,,-3.759,-2.429,-2.484,-4.344,-2.429,,-2.254,-2.197,,-3.096,-5.156
7/5/2023 13:30,20231019,-1.883,-2.348,-2.062,-2.725,,-3.762,-2.429,-2.484,-4.345,-2.43,,-2.247,-2.19,,-3.084,-5.153
7/5/2023 14:00,20231019,-1.892,-2.353,-2.059,-2.729,,-3.752,-2.425,-2.48,-4.338,-2.427,,-2.244,-2.193,,-3.088,-5.151
7/5/2023 14:30,20231019,-1.902,-2.353,-2.066,-2.688,,-3.755,-2.432,-2.492,-4.343,-2.432,,-2.254,-2.197,,-3.091,-5.151
7/5/2023 15:00,20231019,-1.92,-2.348,-2.036,-2.647,,-3.715,-2.391,-2.451,-4.296,-2.389,,-2.25,-2.201,,-3.09,-5.152
7/5/2023 15:30,20231019,-1.929,-2.346,-1.991,-2.622,,-3.685,-2.373,-2.429,-4.28,-2.365,,-2.286,-2.199,,-3.12,-5.176
7/5/2023 16:00,20231019,-1.92,-2.364,-1.974,-2.649,,-3.641,-2.332,-2.395,-4.233,-2.323,,-2.283,-2.204,,-3.11,-5.169
7/5/2023 16:30,20231019,-1.926,-2.367,-1.97,-2.728,,-3.675,-2.367,-2.422,-4.266,-2.342,,-2.289,-2.206,,-3.09,-5.136
7/5/2023 17:00,20231019,-1.875,-2.374,-2.017,-2.733,,-3.755,-2.442,-2.494,-4.337,-2.413,,-2.265,-2.211,,-3.09,-5.139
7/5/2023 17:30,20231019,-1.86,-2.386,-2.026,-2.708,,-3.76,-2.45,-2.497,-4.346,-2.422,,-2.177,-2.217,,-3.077,-5.124
7/5/2023 18:00,20231019,-1.817,-2.407,-2.001,-2.699,,-3.739,-2.426,-2.477,-4.325,-2.392,,-2.178,-2.219,,-3.112,-5.168
7/5/2023 18:30,20231019,-1.841,-2.404,-1.985,-2.704,,-3.727,-2.416,-2.463,-4.314,-2.386,,-2.18,-2.217,,-3.126,-5.183
7/5/2023 19:00,20231019,-1.905,-2.401,-1.994,-2.706,,-3.729,-2.418,-2.466,-4.325,-2.389,,-2.174,-2.226,,-3.113,-5.164
7/5/2023 19:30,20231019,-1.904,-2.41,-1.989,-2.705,,-3.73,-2.421,-2.469,-4.32,-2.392,,-2.156,-2.234,,-3.096,-5.152
7/5/2023 20:00,20231019,-1.877,-2.372,-1.99,-2.687,,-3.735,-2.416,-2.468,-4.315,-2.387,,-2.151,-2.232,,-3.099,-5.157
7/5/2023 20:30,20231019,-1.865,-2.318,-1.977,-2.677,,-3.715,-2.401,-2.453,-4.3,-2.368,,-2.144,-2.267,,-3.104,-5.151
7/5/2023 21:00,20231019,-1.859,-2.306,-1.963,-2.672,,-3.708,-2.395,-2.442,-4.292,-2.361,,-2.137,-2.249,,-3.101,-5.144
7/5/2023 21:30,20231019,-1.85,-2.33,-1.958,-2.684,,-3.707,-2.395,-2.438,-4.293,-2.361,,-2.146,-2.225,,-3.102,-5.149
7/5/2023 22:00,20231019,-1.834,-2.396,-1.973,-2.694,,-3.715,-2.403,-2.447,-4.305,-2.369,,-2.15,-2.216,,-3.102,-5.15
7/5/2023 22:30,20231019,-1.809,-2.409,-1.98,-2.701,,-3.729,-2.41,-2.45,-4.312,-2.38,,-2.157,-2.111,,-3.097,-5.147
7/5/2023 23:00,20231019,-1.787,-2.384,-1.983,-2.696,,-3.729,-2.417,-2.46,-4.318,-2.387,,-2.159,-2.138,,-3.108,-5.15
7/5/2023 23:30,20231019,-1.777,-2.365,-1.978,-2.694,,-3.72,-2.408,-2.451,-4.314,-2.377,,-2.158,-2.162,,-3.111,-5.155
7/6/2023 0:00,20231019,-1.77,-2.372,-1.973,-2.713,,-3.725,-2.411,-2.45,-4.313,-2.377,,-2.153,-2.149,,-3.102,-5.15
7/6/2023 0:30,20231019,-1.773,-2.375,-1.999,-2.715,,-3.744,-2.429,-2.468,-4.331,-2.4,,-2.146,-2.126,,-3.107,-5.152
7/6/2023 1:00,20231019,-1.764,-2.37,-2.001,-2.722,,-3.739,-2.422,-2.458,-4.333,-2.397,,-2.152,-2.132,,-3.109,-5.147
7/6/2023 1:30,20231019,-1.748,-2.355,-2.001,-2.729,,-3.739,-2.427,-2.47,-4.326,-2.399,,-2.163,-2.136,,-3.122,-5.168
7/6/2023 2:00,20231019,-1.732,-2.344,-2.015,-2.716,,-3.759,-2.449,-2.48,-4.346,-2.419,,-2.161,-2.134,,-3.111,-5.158
7/6/2023 2:30,20231019,-1.745,-2.344,-1.998,-2.696,,-3.742,-2.424,-2.463,-4.329,-2.402,,-2.144,-2.131,,-3.111,-5.151
7/6/2023 3:00,20231019,-1.739,-2.352,-1.984,-2.699,,-3.729,-2.411,-2.45,-4.312,-2.385,,-2.149,-2.13,,-3.11,-5.159
7/6/2023 3:30,20231019,-1.725,-2.359,-1.981,-2.699,,-3.725,-2.411,-2.442,-4.304,-2.381,,-2.158,-2.129,,-3.106,-5.156
7/6/2023 4:00,20231019,-1.741,-2.361,-1.984,-2.696,,-3.725,-2.411,-2.446,-4.312,-2.381,,-2.158,-2.143,,-3.11,-5.156
7/6/2023 4:30,20231019,-1.72,-2.356,-1.978,-2.696,,-3.725,-2.412,-2.443,-4.313,-2.382,,-2.15,-2.138,,-3.11,-5.156
7/6/2023 5:00,20231019,-1.7,-2.355,-1.981,-2.687,,-3.722,-2.405,-2.435,-4.31,-2.378,,-2.155,-2.135,,-3.107,-5.152
7/6/2023 5:30,20231019,-1.692,-2.379,-1.976,-2.692,,-3.717,-2.399,-2.43,-4.304,-2.368,,-2.154,-2.135,,-3.109,-5.147
7/6/2023 6:00,20231019,-1.689,-2.376,-1.981,-2.69,,-3.722,-2.405,-2.436,-4.307,-2.379,,-2.156,-2.136,,-3.111,-5.152
7/6/2023 6:30,20231019,-1.689,-2.382,-1.979,-2.685,,-3.724,-2.407,-2.438,-4.304,-2.377,,-2.154,-2.151,,-3.105,-5.147
7/6/2023 7:00,20231019,-1.678,-2.401,-1.974,-2.685,,-3.718,-2.396,-2.427,-4.297,-2.37,,-2.155,-2.141,,-3.111,-5.159
7/6/2023 7:30,20231019,-1.673,-2.38,-1.971,-2.692,,-3.715,-2.396,-2.431,-4.3,-2.365,,-2.167,-2.131,,-3.11,-5.152
7/6/2023 8:00,20231019,-1.678,-2.363,-1.978,-2.697,,-3.718,-2.395,-2.43,-4.299,-2.372,,-2.162,-2.136,,-3.11,-5.152
7/6/2023 8:30,20231019,-1.676,-2.363,-1.986,-2.692,,-3.72,-2.401,-2.432,-4.305,-2.374,,-2.151,-2.136,,-3.107,-5.147
7/6/2023 9:00,20231019,-1.667,-2.367,-1.984,-2.69,,-3.725,-2.407,-2.433,-4.311,-2.375,,-2.152,-2.14,,-3.109,-5.159
7/6/2023 9:30,20231019,-1.666,-2.36,-1.972,-2.685,,-3.717,-2.397,-2.424,-4.301,-2.37,,-2.151,-2.136,,-3.111,-5.157
7/6/2023 10:00,20231019,-1.67,-2.357,-1.974,-2.708,,-3.718,-2.399,-2.426,-4.299,-2.368,,-2.144,-2.129,,-3.11,-5.156
7/6/2023 10:30,20231019,-1.671,-2.351,-1.997,-2.723,,-3.734,-2.417,-2.436,-4.318,-2.382,,-2.142,-2.128,,-3.103,-5.147
7/6/2023 11:00,20231019,-1.681,-2.353,-2.012,-2.72,,-3.749,-2.43,-2.449,-4.333,-2.41,,-2.139,-2.13,,-3.105,-5.155
7/6/2023 11:30,20231019,-1.668,-2.355,-2.012,-2.713,,-3.745,-2.433,-2.452,-4.328,-2.401,,-2.134,-2.128,,-3.107,-5.156
7/6/2023 12:00,20231019,-1.666,-2.352,-2.002,-2.724,,-3.732,-2.424,-2.443,-4.319,-2.392,,-2.13,-2.133,,-3.106,-5.156
7/6/2023 12:30,20231019,-1.679,-2.351,-2.016,-2.728,,-3.746,-2.429,-2.452,-4.325,-2.398,,-2.136,-2.133,,-3.111,-5.16
7/6/2023 13:00,20231019,-1.696,-2.359,-2.016,-2.736,,-3.749,-2.438,-2.461,-4.332,-2.404,,-2.138,-2.129,,-3.108,-5.15
7/6/2023 13:30,20231019,-1.693,-2.361,-2.022,-2.739,,-3.751,-2.442,-2.47,-4.337,-2.41,,-2.135,-2.12,,-3.109,-5.152
7/6/2023 14:00,20231019,-1.684,-2.362,-2.03,-2.724,,-3.756,-2.45,-2.478,-4.339,-2.415,,-2.131,-2.129,,-3.109,-5.151
7/6/2023 14:30,20231019,-1.692,-2.352,-2.015,-2.722,,-3.744,-2.443,-2.467,-4.332,-2.409,,-2.134,-2.134,,-3.113,-5.157
7/6/2023 15:00,20231019,-1.704,-2.355,-2.017,-2.728,,-3.739,-2.44,-2.468,-4.322,-2.403,,-2.137,-2.122,,-3.114,-5.149
7/6/2023 15:30,20231019,-1.707,-2.369,-2.019,-2.729,,-3.737,-2.447,-2.471,-4.321,-2.406,,-2.14,-2.12,,-3.117,-5.154
7/6/2023 16:00,20231019,-1.714,-2.387,-2.024,-2.723,,-3.736,-2.442,-2.47,-4.32,-2.405,,-2.148,-2.129,,-3.116,-5.156
7/6/2023 16:30,20231019,-1.706,-2.391,-2.018,-2.723,,-3.732,-2.439,-2.467,-4.318,-2.403,,-2.146,-2.123,,-3.117,-5.153
7/6/2023 17:00,20231019,-1.706,-2.382,-2.011,-2.708,,-3.726,-2.436,-2.464,-4.311,-2.396,,-2.147,-2.123,,-3.114,-5.153
7/6/2023 17:30,20231019,-1.705,-2.393,-2.01,-2.703,,-3.714,-2.432,-2.46,-4.302,-2.392,,-2.143,-2.128,,-3.106,-5.148
7/6/2023 18:00,20231019,-1.707,-2.404,-2.001,-2.698,,-3.709,-2.424,-2.452,-4.298,-2.384,,-2.135,-2.132,,-3.106,-5.14
7/6/2023 18:30,20231019,-1.711,-2.404,-1.996,-2.696,,-3.704,-2.413,-2.437,-4.291,-2.381,,-2.137,-2.138,,-3.103,-5.149
7/6/2023 19:00,20231019,-1.701,-2.401,-1.994,-2.69,,-3.702,-2.411,-2.439,-4.293,-2.37,,-2.138,-2.144,,-3.105,-5.14
7/6/2023 19:30,20231019,-1.693,-2.399,-1.993,-2.699,,-3.7,-2.416,-2.431,-4.289,-2.374,,-2.138,-2.151,,-3.109,-5.148
7/6/2023 20:00,20231019,-1.684,-2.397,-1.997,-2.707,,-3.709,-2.412,-2.436,-4.288,-2.378,,-2.142,-2.153,,-3.118,-5.153
7/6/2023 20:30,20231019,-1.682,-2.4,-2.009,-2.722,,-3.724,-2.434,-2.445,-4.31,-2.396,,-2.16,-2.159,,-3.124,-5.163
7/6/2023 21:00,20231019,-1.673,-2.395,-2.02,-2.711,,-3.742,-2.447,-2.459,-4.328,-2.413,,-2.168,-2.161,,-3.146,-5.186
7/6/2023 21:30,20231019,-1.681,-2.393,-2.02,-2.718,,-3.729,-2.432,-2.448,-4.311,-2.401,,-2.161,-2.173,,-3.13,-5.168
7/6/2023 22:00,20231019,-1.682,-2.386,-2.01,-2.718,,-3.729,-2.433,-2.448,-4.317,-2.406,,-2.157,-2.169,,-3.123,-5.154
7/6/2023 22:30,20231019,-1.704,-2.382,-2.017,-2.712,,-3.732,-2.43,-2.449,-4.313,-2.403,,-2.145,-2.165,,-3.112,-5.147
7/6/2023 23:00,20231019,-1.722,-2.369,-2.014,-2.729,,-3.725,-2.426,-2.442,-4.319,-2.404,,-2.137,-2.153,,-3.108,-5.15
7/6/2023 23:30,20231019,-1.707,-2.362,-2.021,-2.732,,-3.742,-2.442,-2.45,-4.332,-2.421,,-2.137,-2.162,,-3.112,-5.154
7/7/2023 0:00,20231019,-1.708,-2.36,-2.031,-2.729,,-3.752,-2.45,-2.458,-4.332,-2.426,,-2.142,-2.153,,-3.112,-5.157
7/7/2023 0:30,20231019,-1.704,-2.364,-2.031,-2.736,,-3.755,-2.447,-2.451,-4.333,-2.428,,-2.144,-2.157,,-3.117,-5.161
7/7/2023 1:00,20231019,-1.697,-2.372,-2.031,-2.719,,-3.752,-2.444,-2.444,-4.331,-2.425,,-2.141,-2.158,,-3.123,-5.169
7/7/2023 1:30,20231019,-1.723,-2.381,-2.018,-2.709,,-3.738,-2.435,-2.435,-4.326,-2.412,,-2.137,-2.177,,-3.109,-5.155
7/7/2023 2:00,20231019,-1.731,-2.394,-2.008,-2.701,,-3.725,-2.422,-2.422,-4.309,-2.403,,-2.128,-2.191,,-3.104,-5.152
7/7/2023 2:30,20231019,-1.724,-2.383,-1.999,-2.703,,-3.716,-2.412,-2.404,-4.302,-2.392,,-2.122,-2.174,,-3.106,-5.157
7/7/2023 3:00,20231019,-1.728,-2.392,-1.994,-2.711,,-3.721,-2.411,-2.406,-4.301,-2.391,,-2.124,-2.167,,-3.1,-5.152
7/7/2023 3:30,20231019,-1.711,-2.397,-1.999,-2.723,,-3.73,-2.419,-2.415,-4.315,-2.409,,-2.134,-2.12,,-3.098,-5.15
7/7/2023 4:00,20231019,-1.698,-2.39,-2.018,-2.72,,-3.738,-2.432,-2.424,-4.324,-2.414,,-2.134,-2.11,,-3.103,-5.155
7/7/2023 4:30,20231019,-1.689,-2.402,-2.015,-2.706,,-3.738,-2.425,-2.425,-4.321,-2.419,,-2.131,-2.117,,-3.107,-5.159
7/7/2023 5:00,20231019,-1.691,-2.411,-2.001,-2.699,,-3.725,-2.418,-2.406,-4.313,-2.407,,-2.132,-2.11,,-3.108,-5.159
7/7/2023 5:30,20231019,-1.707,-2.409,-2.005,-2.699,,-3.721,-2.411,-2.402,-4.31,-2.399,,-2.133,-2.117,,-3.104,-5.156
7/7/2023 6:00,20231019,-1.716,-2.41,-1.991,-2.694,,-3.721,-2.407,-2.395,-4.306,-2.4,,-2.13,-2.121,,-3.097,-5.149
7/7/2023 6:30,20231019,-1.709,-2.397,-1.985,-2.692,,-3.71,-2.404,-2.388,-4.302,-2.392,,-2.13,-2.104,,-3.093,-5.15
7/7/2023 7:00,20231019,-1.705,-2.388,-1.99,-2.707,,-3.711,-2.405,-2.385,-4.295,-2.384,,-2.14,-2.105,,-3.099,-5.159
7/7/2023 7:30,20231019,-1.698,-2.377,-2.003,-2.712,,-3.72,-2.414,-2.397,-4.308,-2.401,,-2.135,-2.096,,-3.091,-5.15
7/7/2023 8:00,20231019,-1.699,-2.376,-2.007,-2.709,,-3.732,-2.422,-2.406,-4.316,-2.414,,-2.139,-2.091,,-3.095,-5.158
7/7/2023 8:30,20231019,-1.696,-2.385,-2.001,-2.712,,-3.725,-2.414,-2.398,-4.316,-2.405,,-2.135,-2.093,,-3.091,-5.151
7/7/2023 9:00,20231019,-1.69,-2.403,-1.997,-2.709,,-3.718,-2.414,-2.394,-4.312,-2.405,,-2.139,-2.087,,-3.095,-5.155
7/7/2023 9:30,20231019,-1.702,-2.4,-1.997,-2.715,,-3.725,-2.421,-2.393,-4.311,-2.409,,-2.134,-2.094,,-3.095,-5.158
7/7/2023 10:00,20231019,-1.714,-2.388,-2.004,-2.726,,-3.728,-2.425,-2.404,-4.314,-2.416,,-2.141,-2.094,,-3.086,-5.158
7/7/2023 10:30,20231019,-1.711,-2.385,-2.014,-2.726,,-3.735,-2.437,-2.412,-4.323,-2.425,,-2.137,-2.095,,-3.09,-5.154
7/7/2023 11:00,20231019,-1.707,-2.381,-2.021,-2.735,,-3.738,-2.444,-2.42,-4.327,-2.425,,-2.137,-2.081,,-3.094,-5.158
7/7/2023 11:30,20231019,-1.71,-2.373,-2.023,-2.726,,-3.74,-2.451,-2.423,-4.33,-2.433,,-2.136,-2.086,,-3.085,-5.16
7/7/2023 12:00,20231019,-1.717,-2.37,-2.025,-2.731,,-3.738,-2.45,-2.43,-4.325,-2.424,,-2.136,-2.083,,-3.088,-5.158
7/7/2023 12:30,20231019,-1.725,-2.383,-2.026,-2.74,,-3.737,-2.453,-2.433,-4.329,-2.427,,-2.144,-2.085,,-3.091,-5.157
7/7/2023 13:00,20231019,-1.736,-2.391,-2.038,-2.739,,-3.748,-2.468,-2.444,-4.333,-2.44,,-2.143,-2.082,,-3.09,-5.155
7/7/2023 13:30,20231019,-1.742,-2.387,-2.04,-2.744,,-3.747,-2.476,-2.448,-4.333,-2.444,,-2.143,-2.086,,-3.081,-5.15
7/7/2023 14:00,20231019,-1.741,-2.382,-2.042,-2.741,,-3.745,-2.471,-2.452,-4.333,-2.445,,-2.148,-2.086,,-3.089,-5.163
7/7/2023 14:30,20231019,-1.743,-2.386,-2.049,-2.748,,-3.742,-2.473,-2.449,-4.328,-2.443,,-2.147,-2.075,,-3.091,-5.156
7/7/2023 15:00,20231019,-1.761,-2.393,-2.046,-2.755,,-3.738,-2.475,-2.46,-4.326,-2.45,,-2.15,-2.075,,-3.084,-5.157
7/7/2023 15:30,20231019,-1.763,-2.402,-2.06,-2.762,,-3.748,-2.488,-2.473,-4.328,-2.461,,-2.156,-2.078,,-3.086,-5.15
7/7/2023 16:00,20231019,-1.766,-2.41,-2.067,-2.75,,-3.755,-2.493,-2.478,-4.339,-2.463,,-2.158,-2.082,,-3.087,-5.157
7/7/2023 16:30,20231019,-1.767,-2.414,-2.055,-2.735,,-3.737,-2.482,-2.459,-4.323,-2.442,,-2.164,-2.084,,-3.091,-5.163
7/7/2023 17:00,20231019,-1.772,-2.409,-2.045,-2.729,,-3.728,-2.474,-2.455,-4.311,-2.435,,-2.161,-2.09,,-3.091,-5.162
7/7/2023 17:30,20231019,-1.784,-2.408,-2.035,-2.725,,-3.718,-2.463,-2.443,-4.299,-2.427,,-2.158,-2.092,,-3.084,-5.155
7/7/2023 18:00,20231019,-1.792,-2.42,-2.039,-2.72,,-3.718,-2.467,-2.448,-4.304,-2.433,,-2.163,-2.094,,-3.084,-5.152
7/7/2023 18:30,20231019,-1.777,-2.425,-2.027,-2.694,,-3.71,-2.457,-2.434,-4.293,-2.426,,-2.165,-2.089,,-3.074,-5.146
7/7/2023 19:00,20231019,-1.769,-2.429,-1.998,-2.707,,-3.681,-2.431,-2.411,-4.269,-2.397,,-2.171,-2.106,,-3.084,-5.155
7/7/2023 19:30,20231019,-1.765,-2.428,-2.031,-2.675,,-3.695,-2.445,-2.425,-4.286,-2.406,,-2.192,-2.107,,-3.098,-5.171
7/7/2023 20:00,20231019,-1.766,-2.426,-1.986,-2.667,,-3.685,-2.428,-2.404,-4.26,-2.384,,-2.209,-2.115,,-3.109,-5.174
7/7/2023 20:30,20231019,-1.756,-2.437,-1.961,-2.618,,-3.674,-2.418,-2.406,-4.259,-2.284,,-2.218,-2.119,,-3.127,-5.197
7/7/2023 21:00,20231019,-1.732,-2.439,-1.714,-2.59,,-2.981,-2.309,-2.284,-4.289,-2.112,,-2.222,-2.123,,-3.102,-5.16
7/7/2023 21:30,20231019,-1.747,-2.427,-1.642,-2.579,,-3.109,-2.247,-2.173,-4.298,-2.06,,-2.06,-2.133,,-3.071,-5.132
7/7/2023 22:00,20231019,-1.732,-2.415,-1.631,-2.59,,-3.152,-2.22,-2.114,-4.247,-2.043,,-1.694,-2.135,,-2.903,-3.887
7/7/2023 22:30,20231019,-1.688,-2.412,-1.624,-2.597,,-3.177,-2.209,-2.083,-4.175,-2.041,,-1.579,-2.132,,-2.793,-4.322
7/7/2023 23:00,20231019,-1.559,-2.409,-1.618,-2.582,,-3.173,-2.207,-2.069,-4.155,-2.043,,-1.537,-2.125,,-2.739,-4.542
7/7/2023 23:30,20231019,-1.479,-2.402,-1.596,-2.563,,-3.168,-2.181,-2.03,-4.115,-2.029,,-1.532,-2.127,,-2.704,-4.649
7/8/2023 0:00,20231019,-1.451,-2.382,-1.581,-2.555,,-3.159,-2.154,-2,-4.084,-2.01,,-1.526,-2.129,,-2.67,-4.647
7/8/2023 0:30,20231019,-1.421,-2.395,-1.566,-2.55,,-3.158,-2.134,-1.975,-4.059,-2.003,,-1.523,-2.144,,-2.642,-4.671
7/8/2023 1:00,20231019,-1.396,-2.348,-1.557,-2.535,,-3.156,-2.115,-1.955,-4.039,-1.991,,-1.515,-2.142,,-2.615,-4.698
7/8/2023 1:30,20231019,-1.345,-2.348,-1.545,-2.533,,-3.158,-2.089,-1.938,-4.011,-1.972,,-1.531,-2.161,,-2.601,-4.763
7/8/2023 2:00,20231019,-1.292,-2.262,-1.544,-2.522,,-3.17,-2.075,-1.936,-4.005,-1.97,,-1.525,-2.13,,-2.596,-4.824
7/8/2023 2:30,20231019,-1.251,-2.22,-1.529,-2.506,,-3.161,-2.043,-1.916,-3.979,-1.958,,-1.508,-2.061,,-2.563,-4.858
7/8/2023 3:00,20231019,-1.209,-2.199,-1.517,-2.499,,-3.163,-2.031,-1.907,-3.967,-1.954,,-1.5,-1.366,,-2.555,-4.888
7/8/2023 3:30,20231019,-1.167,-2.196,-1.517,-2.492,,-3.166,-2.011,-1.895,-3.954,-1.949,,-1.491,-1.438,,-2.543,-4.919
7/8/2023 4:00,20231019,-1.143,-2.194,-1.503,-2.496,,-3.17,-1.995,-1.891,-3.94,-1.941,,-1.491,-1.424,,-2.535,-4.956
7/8/2023 4:30,20231019,-1.101,-2.175,-1.51,-2.492,,-3.183,-1.987,-1.891,-3.935,-1.948,,-1.481,-1.395,,-2.531,-4.984
7/8/2023 5:00,20231019,-1.081,-2.153,-1.503,-2.494,,-3.186,-1.974,-1.886,-3.926,-1.943,,-1.476,-1.373,,-2.53,-5.004
7/8/2023 5:30,20231019,-1.062,-2.145,-1.497,-2.482,,-3.198,-1.963,-1.895,-3.918,-1.944,,-1.476,-1.351,,-2.527,-5.027
7/8/2023 6:00,20231019,-1.04,-2.134,-1.489,-2.488,,-3.196,-1.948,-1.888,-3.904,-1.94,,-1.477,-1.328,,-2.532,-5.039
7/8/2023 6:30,20231019,-1.036,-2.119,-1.499,-2.485,,-3.21,-1.947,-1.895,-3.908,-1.95,,-1.475,-1.319,,-2.527,-5.042
7/8/2023 7:00,20231019,-1.028,-2.113,-1.495,-2.486,,-3.217,-1.93,-1.893,-3.893,-1.948,,-1.464,-1.31,,-2.518,-5.035
7/8/2023 7:30,20231019,-1.022,-2.1,-1.5,-2.488,,-3.221,-1.926,-1.898,-3.884,-1.948,,-1.467,-1.287,,-2.534,-5.047
7/8/2023 8:00,20231019,-1.005,-2.092,-1.498,-2.483,,-3.234,-1.927,-1.906,-3.882,-1.956,,-1.467,-1.268,,-2.535,-5.048
7/8/2023 8:30,20231019,-1.008,-2.096,-1.502,-2.488,,-3.24,-1.919,-1.91,-3.878,-1.956,,-1.449,-1.261,,-2.526,-5.045
7/8/2023 9:00,20231019,-0.996,-2.083,-1.498,-2.488,,-3.244,-1.915,-1.918,-3.874,-1.96,,-1.445,-1.254,,-2.515,-5.037
7/8/2023 9:30,20231019,-0.989,-2.083,-1.5,-2.487,,-3.252,-1.908,-1.92,-3.867,-1.971,,-1.442,-1.25,,-2.52,-5.05
7/8/2023 10:00,20231019,-0.994,-2.09,-1.502,-2.483,,-3.254,-1.91,-1.922,-3.864,-1.964,,-1.44,-1.239,,-2.522,-5.051
7/8/2023 10:30,20231019,-0.99,-2.087,-1.502,-2.493,,-3.27,-1.902,-1.93,-3.877,-1.968,,-1.435,-1.244,,-2.53,-5.055
7/8/2023 11:00,20231019,-0.99,-2.083,-1.509,-2.497,,-3.277,-1.902,-1.938,-3.881,-1.977,,-1.427,-1.235,,-2.526,-5.055
7/8/2023 11:30,20231019,-0.992,-2.085,-1.512,-2.507,,-3.291,-1.906,-1.946,-3.886,-1.977,,-1.427,-1.234,,-2.522,-5.058
7/8/2023 12:00,20231019,-0.986,-2.079,-1.526,-2.515,,-3.307,-1.909,-1.958,-3.899,-1.99,,-1.431,-1.23,,-2.526,-5.062
7/8/2023 12:30,20231019,-0.99,-2.088,-1.533,-2.525,,-3.324,-1.919,-1.971,-3.909,-2,,-1.424,-1.238,,-2.527,-5.066
7/8/2023 13:00,20231019,-0.994,-2.092,-1.547,-2.519,,-3.348,-1.932,-1.988,-3.929,-2.02,,-1.422,-1.236,,-2.533,-5.069
7/8/2023 13:30,20231019,-1.001,-2.096,-1.53,-2.522,,-3.321,-1.918,-1.979,-3.915,-1.998,,-1.422,-1.225,,-2.531,-5.087
7/8/2023 14:00,20231019,-1.008,-2.1,-1.544,-2.526,,-3.348,-1.922,-1.99,-3.928,-2.014,,-1.422,-1.218,,-2.541,-5.098
7/8/2023 14:30,20231019,-1.021,-2.102,-1.554,-2.513,,-3.355,-1.927,-1.996,-3.932,-2.018,,-1.412,-1.22,,-2.532,-5.095
7/8/2023 15:00,20231019,-1.036,-2.099,-1.541,-2.502,,-3.351,-1.913,-1.991,-3.918,-2.009,,-1.416,-1.218,,-2.538,-5.11
7/8/2023 15:30,20231019,-1.027,-2.108,-1.534,-2.492,,-3.341,-1.895,-1.98,-3.899,-1.994,,-1.423,-1.221,,-2.551,-5.138
7/8/2023 16:00,20231019,-1.035,-2.116,-1.528,-2.498,,-3.344,-1.892,-1.973,-3.884,-1.991,,-1.425,-1.218,,-2.549,-5.159
7/8/2023 16:30,20231019,-1.041,-2.116,-1.53,-2.489,,-3.346,-1.891,-1.976,-3.883,-1.991,,-1.42,-1.221,,-2.54,-5.147
7/8/2023 17:00,20231019,-1.038,-2.134,-1.517,-2.494,,-3.344,-1.886,-1.971,-3.873,-1.99,,-1.41,-1.225,,-2.539,-5.146
7/8/2023 17:30,20231019,-1.024,-2.14,-1.522,-2.486,,-3.346,-1.887,-1.976,-3.87,-1.991,,-1.42,-1.222,,-2.552,-5.151
7/8/2023 18:00,20231019,-1.018,-2.155,-1.514,-2.492,,-3.351,-1.888,-1.977,-3.862,-1.987,,-1.434,-1.226,,-2.553,-5.152
7/8/2023 18:30,20231019,-1.02,-2.146,-1.524,-2.502,,-3.361,-1.882,-1.979,-3.859,-1.993,,-1.439,-1.227,,-2.567,-5.159
7/8/2023 19:00,20231019,-1.026,-2.158,-1.527,-2.507,,-3.381,-1.9,-1.993,-3.869,-2.012,,-1.445,-1.239,,-2.561,-5.155
7/8/2023 19:30,20231019,-1.027,-2.162,-1.543,-2.516,,-3.39,-1.906,-2.007,-3.866,-2.018,,-1.434,-1.222,,-2.563,-5.157
7/8/2023 20:00,20231019,-1.029,-2.157,-1.551,-2.504,,-3.405,-1.92,-2.02,-3.881,-2.032,,-1.444,-1.237,,-2.576,-5.162
7/8/2023 20:30,20231019,-1.031,-2.142,-1.546,-2.475,,-3.396,-1.904,-2.008,-3.865,-2.025,,-1.441,-1.252,,-2.564,-5.157
7/8/2023 21:00,20231019,-1.049,-2.135,-1.51,-2.468,,-3.378,-1.872,-1.977,-3.831,-1.996,,-1.434,-1.249,,-2.564,-5.156
7/8/2023 21:30,20231019,-1.062,-2.139,-1.503,-2.482,,-3.371,-1.866,-1.975,-3.82,-1.98,,-1.444,-1.229,,-2.578,-5.166
7/8/2023 22:00,20231019,-1.075,-2.129,-1.52,-2.48,,-3.385,-1.88,-1.993,-3.83,-1.999,,-1.449,-1.232,,-2.568,-5.155
7/8/2023 22:30,20231019,-1.063,-2.134,-1.522,-2.484,,-3.39,-1.881,-1.997,-3.83,-1.998,,-1.44,-1.24,,-2.565,-5.146
7/8/2023 23:00,20231019,-1.036,-2.131,-1.516,-2.498,,-3.391,-1.877,-1.994,-3.825,-1.998,,-1.449,-1.245,,-2.581,-5.161
7/8/2023 23:30,20231019,-1.028,-2.132,-1.523,-2.512,,-3.412,-1.896,-2.012,-3.84,-2.013,,-1.455,-1.252,,-2.576,-5.156
